,idx,smiles
43,1282,N#Cc1c(F)cccc1C(=O)c1c[cH:40][n:41][c:42]([Br:43])[cH:44]1.[CH3:6][C:7]([CH3:8])([CH3:9])[S:10]([NH2:11])=[O:12]>CC[O-].CO.O1[CH2:3][CH2:2][CH2:1][CH2:5]1.O=C([O-])O.[Na+].[O-][CH2:14][CH3:13].[O-][CH2:17][CH3:16].[O-][CH2:20][CH3:19].[Ti+4]>N#[C:14][c:13]1[c:5]([C:1]([c:2]2[cH:3][cH:40][n:41][c:42]([Br:43])[cH:44]2)=[N:11][S:10]([C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[cH:20][cH:19][cH:17][c:16]1F
44,1285,CC1(C)Oc2c([n:36][c:26]([NH:27][c:28]3[n:29][c:30](Cl)[n:32][cH:33][c:34]3[F:35])[cH:25][cH:24]2)NC1=O.[NH2:55][c:56]1[cH:57][cH:58][c:59]2[cH:60][cH:61][n:62][cH:63][c:64]2[cH:65]1>CC(=O)[O-].CC(C)=O.CN1CCCC1=O.CO.CO.C[C:8]([O-])=[O:9].ClCCl.O1[CH2:1][CH2:2][O:3][CH2:4][CH2:5]1.O=C([O-])[O-].[Cs+].[Cs+].[Pd+2]>C[C:2]1([CH3:1])[O:3][c:4]2[c:5]([n:36][c:26]([NH:27][c:28]3[n:29][c:30]([NH:55][c:56]4[cH:57][cH:58][c:59]5[cH:60][cH:61][n:62][cH:63][c:64]5[cH:65]4)[n:32][cH:33][c:34]3[F:35])[cH:25][cH:24]2)N[C:8]1=[O:9]
45,1309,COc1cccc(B(O)O)c1.Clc1c[c:76](-[c:75]2[c:73](Br)[cH:72][c:71]([C:69]([N:68]3[CH2:67][C:66](=[O:65])[NH:86][CH2:85][CH2:84]3)=[O:70])[o:83]2)[cH:77][cH:78]c1>CC(=O)[O-].CC(=O)[O-].CC(C)[c:12]1[cH:13][c:14]([CH:15](C)C)[c:18](-c2ccccc2P(C2CCCCC2)C2CCCCC2)[c:38](C(C)C)[cH:42]1.CO[CH2:45][CH2:46][O:47][CH3:48].O.O=C([O-])[O-].[Cs+].[Cs+].[Pd+2]>Cl[c:38]1[cH:18][c:14](-[c:15]2[c:73](-[c:75]3[cH:45][c:46]([O:47][CH3:48])[cH:78][cH:77][cH:76]3)[cH:72][c:71]([C:69]([N:68]3[CH2:67][C:66](=[O:65])[NH:86][CH2:85][CH2:84]3)=[O:70])[o:83]2)[cH:13][cH:12][cH:42]1
46,1328,S=C=[N:62][C:61](=[O:60])[O:65][CH2:66][CH:67]1[c:68]2[cH:69][cH:70][cH:71][cH:72][c:73]2-[c:74]2[cH:75][cH:76][cH:77][cH:78][c:79]21.[CH3:10][O:11][c:12]1[cH:13][n:14][c:15]([O:16][C@@H:17]2[CH2:18][C@@H:19]([C:20](=[O:21])[NH:22][C@:23]3([C:24](=[O:25])[NH:26][S:27](=[O:28])(=[O:29])[CH:30]4[CH2:31][CH2:32]4)[CH2:33][C@H:34]3[CH2:35][CH:36]([F:37])[F:38])[N:39]([C:40](=[O:41])[C@@H:42]([NH2:43])[C:44]([CH3:45])([CH3:46])[CH3:47])[CH2:48]2)[c:49]2[cH:50][c:51]([Cl:52])[cH:53][cH:54][c:55]12>CCN(C(C)C)C(C)C.Cl.ClCCl>S=C([NH:43][C@H:42]([C:40]([N:39]1[C@H:19]([C:20](=[O:21])[NH:22][C@:23]2([C:24](=[O:25])[NH:26][S:27](=[O:28])(=[O:29])[CH:30]3[CH2:31][CH2:32]3)[CH2:33][C@H:34]2[CH2:35][CH:36]([F:37])[F:38])[CH2:18][C@@H:17]([O:16][c:15]2[n:14][cH:13][c:12]([O:11][CH3:10])[c:55]3[c:49]2[cH:50][c:51]([Cl:52])[cH:53][cH:54]3)[CH2:48]1)=[O:41])[C:44]([CH3:45])([CH3:46])[CH3:47])[NH:62][C:61](=[O:60])[O:65][CH2:66][CH:67]1[c:68]2[cH:69][cH:70][cH:71][cH:72][c:73]2-[c:74]2[cH:75][cH:76][cH:77][cH:78][c:79]21
47,1464,Br[c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1.Nc1ccc([N+:31](=[O:32])[O-:33])cn1>CCO[C:16](=O)[CH3:17].C[C:9]([O-])([CH3:10])[CH3:11].Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>n1[cH:11][cH:9][cH:10][cH:17][c:16]1N[c:2]1[cH:3][cH:4][c:5]([N+:31](=[O:32])[O-:33])[cH:6][n:7]1
48,1473,Br[c:72]1cc[n:76][c:70]([CH3:69])[cH:71]1.Fc1ccc(C[NH:58][C:56]([CH:55]2[N:50]([CH3:49])[C:51](=[O:52])[NH:53][CH2:54]2)=[O:57])c(Cl)c1F>C1CO[CH2:5][CH2:4]O1.C[C:8]1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2O[c:30]2[c:31](P(c3ccccc3)c3ccccc3)[cH:45][cH:46][cH:47][c:48]21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])O.O=C([O-])[O-].[Cs+].[Cs+].[Na+].[Pd].[Pd]>F[c:31]1[c:30](Cl)[c:48]([CH2:8][NH:58][C:56]([CH:55]2[N:50]([CH3:49])[C:51](=[O:52])[N:53]([c:72]3[cH:4][cH:5][n:76][c:70]([CH3:69])[cH:71]3)[CH2:54]2)=[O:57])[cH:47][cH:46][c:45]1F
49,1497,O=C=NCC[CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].[O:32]=[C:33]([NH:34][CH2:35][CH2:36][N:37]1[CH2:38][CH2:39][CH2:40][CH2:41][CH2:42]1)[CH:43]1[CH2:44][CH:45]=[CH:46][CH2:47][CH:48]1[CH2:49][OH:50]>CC[N:24]([CH2:25]C)[CH2:27][CH3:28].ClCCl>O=[C:25]([NH:24][CH2:27][CH2:28][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16])[O:50][CH2:49][CH:48]1[CH:43]([C:33](=[O:32])[NH:34][CH2:35][CH2:36][N:37]2[CH2:38][CH2:39][CH2:40][CH2:41][CH2:42]2)[CH2:44][CH:45]=[CH:46][CH2:47]1
50,1506,CO[c:14]1[cH:15]c(C=O)cc[c:21]1F.C[Mg+]>CC[O:8][C:9](=O)[CH3:10].[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[Cl-].[Cl-].[NH4+]>F[c:1]1[cH:2][cH:21][c:14]([CH:9]([OH:8])[CH3:10])[cH:15][c:5]1[O:4][CH3:3]
51,1542,C(c1ccccc1)=[CH:6][C:5](=[O:4])[c:14]1[cH:15][c:16]([Cl:17])[cH:18][cH:19][c:20]1[OH:21]>O[CH2:2][CH3:1].[Na+].[OH-]>C1([c:1]2[cH:2][cH:15][cH:14][cH:5][cH:6]2)[CH2:6][C:5](=[O:4])[c:14]2[cH:15][c:16]([Cl:17])[cH:18][cH:19][c:20]2[O:21]1
52,1565,CCC/C(C(=O)O)=[CH:5]\[S:6](=[O:7])(=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>[CH3:18][OH:19].[H][H]>O=[C:18]([CH:11]([CH2:5][S:6](=[O:7])(=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH2:10][CH2:9][CH3:14])[OH:19]
53,1569,CC(O)(C#[C:10][c:11]1[cH:12][cH:13][c:14]([S:15](=O)(=[O:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24][cH:25]1)C(F)(F)F>C1O[CH2:5][CH2:1][CH2:2]1.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-:38].[OH2:30]>C[C:1]([C:2](F)(F)F)(/[CH:5]=[CH:10]/[c:11]1[cH:12][cH:13][c:14]([S:15](=[O:17])([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)=[O:38])[cH:24][cH:25]1)[OH:30]
54,1570,CC(=O)O.[CH3:5][NH:6][c:7]1[c:8]([NH2:9])[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[Cl:19])[c:20]1[C:21]#[N:22]>Cl.O>C[c:5]1[n:6](C)[c:7]2[c:8]([n:9]1)[cH:10][cH:11][c:12](-[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[Cl:19])[c:20]2[C:21]#[N:22]
55,1647,O=C=N[S:22]([c:21]1[c:16]([S:13]([CH2:12][CH2:11][O:10][CH3:9])(=[O:14])=[O:15])[cH:17][cH:18][cH:19][cH:20]1)(=[O:23])=[O:24].[CH3:28][O:29][c:30]1[cH:31][c:32]([O:33][CH3:34])[n:35][c:36]([NH2:37])[n:38]1>C1C[N:3]2CCN1C[CH2:8]2.ClCCl>O=[C:8]([NH:3][S:22]([c:21]1[c:16]([S:13]([CH2:12][CH2:11][O:10][CH3:9])(=[O:14])=[O:15])[cH:17][cH:18][cH:19][cH:20]1)(=[O:23])=[O:24])[NH:37][c:36]1[n:35][c:32]([O:33][CH3:34])[cH:31][c:30]([O:29][CH3:28])[n:38]1
56,1688,Clc1ccc(/C=[CH:7]/[CH2:6][C@@H:5]2[C@H:4]([CH3:3])[N:18]([O:19][CH:20]3[CH2:21][CH2:22][CH2:23][CH2:24][O:25]3)[C:16]2=[O:17])cc1>CO>Clc1ccc(C[CH2:7][CH2:6][C@@H:5]2[C@H:4]([CH3:3])[N:18]([O:19][CH:20]3[CH2:21][CH2:22][CH2:23][CH2:24][O:25]3)[C:16]2=[O:17])cc1
57,1725,CN=[C:3]=[O:4].[F:5][c:6]1[c:7]([F:8])[c:9]([F:10])[c:11]([O:12][C:13]2([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[CH2:20][CH2:21][NH:22][CH2:23][CH2:24]2)[c:25]([F:26])[c:27]1[F:28]>c1ccccc1>CN[C:3](=[O:4])[N:22]1[CH2:21][CH2:20][C:13]([O:12][c:11]2[c:9]([F:10])[c:7]([F:8])[c:6]([F:5])[c:27]([F:28])[c:25]2[F:26])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:24][CH2:23]1
58,1732,O=C=[N:37][c:38]1ccccc1.[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[n:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([NH2:13])[cH:14][cH:15]2)[n:16][c:17]([N:18]2[CH2:19][CH2:20][O:21][CH2:22][CH2:23]2)[c:24]1[O:25][CH2:26][CH3:27]>C[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>O=[C:38]([NH:13][c:12]1[cH:11][cH:10][c:9](-[c:8]2[n:7][c:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[c:24]([O:25][CH2:26][CH3:27])[c:17]([N:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[n:16]2)[cH:15][cH:14]1)[NH:37][c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1
59,1798,CO[C:15]1(OC)[CH:10]2[CH2:9][N:8]([CH2:7][c:6]3[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:21][cH:20]3)[CH2:14][CH:13]1[CH2:12][CH2:11]2>Cl>O=[C:15]1[CH:10]2[CH2:9][N:8]([CH2:7][c:6]3[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:21][cH:20]3)[CH2:14][CH:13]1[CH2:12][CH2:11]2
60,1801,O[CH:14]([C:5](=[O:4])[O:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20]1>ClCCl>O=[C:14]([C:5](=[O:4])[O:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20]1
61,1802,N#[C:15][c:16]1[cH:17][c:18]2[n:19][n:20][c:21]([N:22]3[CH2:23][CH2:24][O:25][CH2:26][CH2:27]3)[n:28]2[cH:29][c:30]1-[c:31]1[cH:32][cH:33][c:34]([Cl:35])[cH:36][c:37]1[Cl:38]>B.C1CCOC1.C1CCOC1.CO>N[CH2:15][c:16]1[cH:17][c:18]2[n:19][n:20][c:21]([N:22]3[CH2:23][CH2:24][O:25][CH2:26][CH2:27]3)[n:28]2[cH:29][c:30]1-[c:31]1[cH:32][cH:33][c:34]([Cl:35])[cH:36][c:37]1[Cl:38]
62,1811,O=C=[N:8][c:7]1[c:2]([CH3:1])[n:3][o:4][c:5]1[CH3:6].[NH2:11][c:12]1[cH:13][cH:14][c:15]2[n:16][c:17]([NH:18][C@@H:19]3[CH2:20][CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]43)[cH:28][cH:29][c:30]2[cH:31]1>>O=C([NH:8][c:7]1[c:2]([CH3:1])[n:3][o:4][c:5]1[CH3:6])[NH:11][c:12]1[cH:13][cH:14][c:15]2[n:16][c:17]([NH:18][C@@H:19]3[CH2:20][CH2:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]43)[cH:28][cH:29][c:30]2[cH:31]1
63,1838,N#[C:39][c:38]1[c:12]([O:11][CH3:10])[cH:13][c:14]2[n:15][cH:16][cH:17][c:18]([O:19][c:20]3[cH:21][cH:22][c:23]([NH:24][C:25](=[O:26])[NH:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[cH:34][cH:35]3)[c:36]2[cH:37]1>C.C1CCOC1.CCO.[O:41]=[C:42]([OH:43])[C:44]([F:45])([F:46])[F:47].[Pd]>N[CH2:39][c:38]1[c:12]([O:11][CH3:10])[cH:13][c:14]2[n:15][cH:16][cH:17][c:18]([O:19][c:20]3[cH:21][cH:22][c:23]([NH:24][C:25](=[O:26])[NH:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[cH:34][cH:35]3)[c:36]2[cH:37]1.[O:41]=[C:42]([OH:43])[C:44]([F:45])([F:46])[F:47]
64,1854,COc1cc(OC)c(/C=[CH:12]/[S:13](=[O:14])(=[O:15])[CH2:16][c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[c:23]([OH:24])[cH:25]2)c(OC)c1>[CH3:1][OH:2].[H][H].[Pd]>COc1cc([O:2][CH3:1])cc(OC)c1C[CH2:12][S:13](=[O:14])(=[O:15])[CH2:16][c:17]1[cH:18][cH:19][c:20]([O:21][CH3:22])[c:23]([OH:24])[cH:25]1
65,1867,N[C:17](=O)[CH2:16][c:15]1[cH:14][cH:13][cH:12][c:11]2[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:21][c:20]21>C1CCOC1.O=C(OC(=O)C(F)(F)F)C(F)(F)F>N#[C:17][CH2:16][c:15]1[cH:14][cH:13][cH:12][c:11]2[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:21][c:20]21
66,1869,Fc1ccc(/C=[CH:24]/[c:23]2[cH:22][cH:21][c:20]([S:11](=[O:10])(=[O:12])[c:13]3[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]3)[cH:34][n:33]2)cc1>CCO[C:7](=O)[CH3:8].O[CH2:2][CH3:1].[H][H].[Pd]>F[c:7]1cc[c:1](C[CH2:24][c:23]2[cH:22][cH:21][c:20]([S:11](=[O:10])(=[O:12])[c:13]3[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]3)[cH:34][n:33]2)[cH:2][cH:8]1
67,1905,COc1ccc(C#[C:11][c:12]2[cH:13][n:14][c:15]3[c:16]([NH2:17])[n:18][c:19]4[cH:20][c:21]([CH3:22])[cH:23][cH:24][c:25]4[c:26]3[cH:27]2)c(C)c1>ClCCl.[CH3:1][CH2:2][OH:3].[Pd]>C[O:3][c:2]1[cH:1][cH:24][c:25]([CH2:19][CH2:11][c:12]2[cH:13][n:14][c:15]3[c:16]([NH2:17])[n:18][c:19]4[cH:20][c:21]([CH3:22])[cH:23][cH:24][c:25]4[c:26]3[cH:27]2)[c:26]([CH3:27])[cH:15]1
68,1929,O[CH2:25][c:24]1[cH:23][c:22]2[cH:21][c:9](-[c:10]3[cH:11][c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[nH:18][c:19]3=[O:20])[n:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[c:29]2[cH:28][cH:27]1>ClCCl>O=[CH:25][c:24]1[cH:23][c:22]2[cH:21][c:9](-[c:10]3[cH:11][c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[nH:18][c:19]3=[O:20])[n:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[c:29]2[cH:28][cH:27]1
69,1966,CC(=O)NCC=[C:8]1[CH2:9][CH2:10][c:11]2[c:12]([F:13])[cH:14][c:15]3[n:16][n:17]([CH3:18])[cH:19][c:20]3[c:21]21>CO.[CH4:1].[Pd]>O=C(NCC[CH:8]1[CH2:9][CH2:10][c:11]2[c:12]([F:13])[cH:14][c:15]3[n:16][n:17]([CH3:18])[cH:19][c:20]3[c:21]21)[CH3:1]
70,1972,Brc1ccc(-[c:90]2[n:82]([CH2:81][O:80][CH2:79][CH2:78][Si:75]([CH3:74])([CH3:76])[CH3:77])[cH:83][c:84]([C:85]([F:86])([F:87])[F:88])[n:89]2)nc1.COC(=O)C(C)(C)CO[c:29]1[cH:30][c:31](C)[c:33](B2OC(C)(C)C(C)(C)O2)[cH:43][n:44]1>CC(=O)[O-].CCOC(C)=O.COc1cccc(OC)c1-c1ccccc1P([CH:68]1CC[CH2:71][CH2:72][CH2:73]1)[CH:72]1[CH2:71]CC[CH2:68][CH2:73]1.C[C:7](=[O:8])[O-:9].O.O=C([O-])O.O=P([O-])([O-])[O-].[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[K+].[K+].[K+].[Na+].[Pd+2]>C[C:1](C)([CH2:5][O:4][c:3]1n[cH:71][c:72](-[c:33]2[cH:31][cH:30][c:29](-[c:90]3[n:82]([CH2:81][O:80][CH2:79][CH2:78][Si:75]([CH3:74])([CH3:76])[CH3:77])[cH:83][c:84]([C:85]([F:86])([F:87])[F:88])[n:89]3)[n:44][cH:43]2)[c:73]([CH3:68])[cH:2]1)[C:7](=[O:8])[O:9]C
71,1978,NCC[S:17][CH2:16][c:15]1[c:11]([CH3:10])[nH:12][cH:13][n:14]1.S=C=[N:32][CH2:31][CH2:30][S:29][CH2:28][c:27]1[n:26][c:25]([NH:24][C:22](=[NH:21])[NH2:23])[s:36][cH:35]1>CC[N:3]([CH2:4]C)[CH2:6][CH3:7].CO.O.[O:38]=[C:39]([OH:40])/[CH:41]=[CH:42]\[C:43](=[O:44])[OH:45]>S=[C:4]([NH:3][CH2:6][CH2:7][S:17][CH2:16][c:15]1[c:11]([CH3:10])[nH:12][cH:13][n:14]1)[NH:32][CH2:31][CH2:30][S:29][CH2:28][c:27]1[n:26][c:25]([NH:24][C:22](=[NH:21])[NH2:23])[s:36][cH:35]1.[O:38]=[C:39]([OH:40])/[CH:41]=[CH:42]\[C:43](=[O:44])[OH:45]
72,2082,O=C=[N:24][c:25]1[cH:26][c:27]([F:28])[cH:29][cH:30][c:31]1[F:32].[CH3:1][C:2]([CH3:3])([CH3:4])[C@H:5]([NH2:6])[C:7](=[O:8])[NH:9][C@@H:10]1[CH2:11][CH2:12][N:13]([CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21]1>>O=C([NH:6][C@@H:5]([C:2]([CH3:1])([CH3:3])[CH3:4])[C:7](=[O:8])[NH:9][C@@H:10]1[CH2:11][CH2:12][N:13]([CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21]1)[NH:24][c:25]1[cH:26][c:27]([F:28])[cH:29][cH:30][c:31]1[F:32]
73,2092,CO[c:35]1[cH:36]cc[c:39](-[n:40]2[n:41][cH:42][c:43]3[c:44](Br)[cH:46][c:47]([CH3:48])[cH:49][c:50]23)[cH:51]1.C[C:21]([c:20]1[c:14]([O:13][CH3:12])[cH:15][cH:16][c:17]([F:18])[cH:19]1)([CH3:23])[CH2:24]C(O)(CN)C(F)(F)F>C[CH2:7][O:8][C:9](=O)[CH3:10].Cc1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[CH3:1][C:2]([CH3:3])([CH3:4])[O-:5].[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1>F[C:4](F)(F)[C:2]([CH2:1]N[c:44]1[c:43]2[cH:42][n:41][n:40](-[c:39]3[cH:10][c:9]([O:8][CH3:7])[cH:36][cH:35][cH:51]3)[c:50]2[cH:49][c:47]([CH3:48])[cH:46]1)([CH2:3][C:21]([c:20]1[c:14]([O:13][CH3:12])[cH:15][cH:16][c:17]([F:18])[cH:19]1)([CH3:23])[CH3:24])[OH:5]
74,2108,CC(C)(C)OC(=O)N1CCC/C(=[CH:18]\[c:19]2[n:20][cH:21][n:22]3[c:23]2[CH2:24][CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2-3)C1=O>O1[CH2:3][CH2:2][CH2:1][CH2:5]1.[CH3:34][OH:35]>C[C:34](C)(C)[O:35]C(=O)N1C(=O)[CH:5]([CH2:18][c:19]2[n:20][cH:21][n:22]3[c:23]2[CH2:24][CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2-3)[CH2:1][CH2:2][CH2:3]1
75,2116,C[Mg+].O=[C:7]([CH3:6])[c:9]1[c:10]([F:11])[cH:12][n:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]2[cH:19][c:20]([C:21]#[N:22])[cH:23][cH:24][c:25]2[o:26]1>C1CCOC1.[Br-]>C[C:7](O)([CH3:6])[c:9]1[c:10]([F:11])[cH:12][n:13][cH:14][c:15]1-[c:16]1[cH:17][c:18]2[cH:19][c:20]([C:21]#[N:22])[cH:23][cH:24][c:25]2[o:26]1
76,2120,N#[C:13][c:14]1[cH:15][cH:16][c:17]([I:18])[c:19]([OH:20])[cH:21]1>B.C1CCOC1.C1CCOC1>N[CH2:13][c:14]1[cH:15][cH:16][c:17]([I:18])[c:19]([OH:20])[cH:21]1
77,2132,CC(C)(C)C#[C:19][c:18]1[cH:17][cH:16][cH:15][c:14]([C:12]([O:11][CH3:10])=[O:13])[c:25]1-[c:26]1[cH:27][cH:28][c:29]2[n:30][c:31]([NH2:32])[c:33]([N:34]3[CH2:35][CH2:36][O:37][CH2:38][CH2:39]3)[cH:40][c:41]2[cH:42]1>CCOC(C)=O.O[CH2:2][CH3:1].[Pd]>C[C:2](C)(C[CH2:19][c:18]1[cH:17][cH:16][cH:15][c:14]([C:12]([O:11][CH3:10])=[O:13])[c:25]1-[c:26]1[cH:27][cH:28][c:29]2[n:30][c:31]([NH2:32])[c:33]([N:34]3[CH2:35][CH2:36][O:37][CH2:38][CH2:39]3)[cH:40][c:41]2[cH:42]1)[CH3:1]
78,2167,O=[N+]([O-])/C=[CH:13]/[c:14]1[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]1>CC(=O)O.CS(C)=O.[BH4-].[Na+]>O=[N+]([O-])C[CH2:13][c:14]1[cH:15][cH:16][c:17]([Br:18])[cH:19][cH:20]1
79,2219,CC/C=[CH:4]/[C@@H:5]([CH2:6][C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([OH:16])[cH:17]1>CCO[C:21](=O)[CH3:22].[Pd]>C[CH2:21][CH2:22][CH2:4][C@H:5]([CH2:6][C:7](=[O:8])[O:9][CH3:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([OH:16])[cH:17]1
80,2245,Br[c:57]1[cH:56][cH:55][cH:54][c:53]([C:51]([O:50][CH3:49])=[O:52])[cH:59]1.O=C1NCCO1>C1O[CH2:4][CH2:5][O:6][CH2:1]1.CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>O=[C:1]1N([c:57]2[cH:56][cH:55][cH:54][c:53]([C:51]([O:50][CH3:49])=[O:52])[cH:59]2)[CH2:4][CH2:5][O:6]1
81,2247,COCCCC=[C:20](c1ccccc1)[c:19]1[cH:18][cH:17][cH:16][c:15]([C:13]([NH:12][C@H:4]([CH2:3][NH:2][CH3:1])[CH2:5][CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)=[O:14])[cH:33]1>CO.[O:36]=[C:37]([OH:38])[C:39]([F:40])([F:41])[F:42].[Pd]>C[O:38][CH2:37][CH2:39]CC[CH:20]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:19]1[cH:18][cH:17][cH:16][c:15]([C:13]([NH:12][C@H:4]([CH2:3][NH:2][CH3:1])[CH2:5][CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)=[O:14])[cH:33]1.[O:36]=[C:37]([OH:38])[C:39]([F:40])([F:41])[F:42]
82,2256,C/C([N+](=O)[O-])=[CH:3]\[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][c:10]1[Cl:11]>CCO[C:18](=O)[CH3:19].CO.[BH4-].[Na+]>O=[N+]([O-])[CH:18]([CH2:3][c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][c:10]1[Cl:11])[CH3:19]
83,2264,O=C=NCCC1C[CH:13]([O:14][CH3:15])[CH:3]([O:2][CH3:1])[CH2:4][CH2:5]1.[O:16]=[c:17]1[nH:18][cH:19][c:20]([F:21])[c:22](=[O:23])[nH:24]1>[cH:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1>O=[C:27]([n:18]1[c:17](=[O:16])[nH:24][c:22](=[O:23])[c:20]([F:21])[cH:19]1)[NH:28][CH2:29][CH2:30][CH:25]1[CH2:5][CH2:4][CH:3]([O:2][CH3:1])[CH:13]([O:14][CH3:15])[CH2:26]1
